Id,ActP__variance_larger_than_standard_deviation,ActP__sum_values,ActP__mean_abs_change,ActP__mean_change,ActP__median,ActP__mean,ActP__length,ActP__standard_deviation,ActP__variation_coefficient,ActP__variance,ActP__skewness,ActP__kurtosis,ActP__root_mean_square,ActP__count_above_mean,ActP__count_below_mean,ActP__maximum,ActP__absolute_maximum,ActP__minimum,ActP__number_peaks__n_5,"ActP__fft_aggregated__aggtype_""centroid""","ActP__fft_aggregated__aggtype_""variance""","ActP__fft_aggregated__aggtype_""skew""","ActP__fft_aggregated__aggtype_""kurtosis""",ActP__fourier_entropy__bins_5,ActP__fourier_entropy__bins_10,Current__variance_larger_than_standard_deviation,Current__sum_values,Current__mean_abs_change,Current__mean_change,Current__median,Current__mean,Current__length,Current__standard_deviation,Current__variation_coefficient,Current__variance,Current__skewness,Current__kurtosis,Current__root_mean_square,Current__count_above_mean,Current__count_below_mean,Current__maximum,Current__absolute_maximum,Current__minimum,Current__number_peaks__n_5,"Current__fft_aggregated__aggtype_""centroid""","Current__fft_aggregated__aggtype_""variance""","Current__fft_aggregated__aggtype_""skew""","Current__fft_aggregated__aggtype_""kurtosis""",Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Vibration__variance_larger_than_standard_deviation,Vibration__sum_values,Vibration__mean_abs_change,Vibration__mean_change,Vibration__median,Vibration__mean,Vibration__length,Vibration__standard_deviation,Vibration__variation_coefficient,Vibration__variance,Vibration__skewness,Vibration__kurtosis,Vibration__root_mean_square,Vibration__count_above_mean,Vibration__count_below_mean,Vibration__maximum,Vibration__absolute_maximum,Vibration__minimum,Vibration__number_peaks__n_5,"Vibration__fft_aggregated__aggtype_""centroid""","Vibration__fft_aggregated__aggtype_""variance""","Vibration__fft_aggregated__aggtype_""skew""","Vibration__fft_aggregated__aggtype_""kurtosis""",Vibration__fourier_entropy__bins_5,Vibration__fourier_entropy__bins_10
2022-03-22_07.55.00_2022-03-22_08.37.00,1,116217,4.830943648,0,5,38.739,3000,176.861093,4.565453238,31279.84621,8.914908655,78.65295887,181.054015,902,2098,1681,1681,0,118,292.2642453,150307.4353,1.527423859,5.218631055,0.249957641,0.249957641,1,8270918615,8.865602697,-0.000129622,1865,1864.512687,4435968,87.09324589,0.046710997,7585.23348,-0.004548935,81.51823607,1866.545685,2229606,2206362,2877,2877,861,226257,523119.7759,3.97853E+11,1.17290834,4.559426037,0.090728994,0.090728994,1,8399056173,632.5024043,-9.36E-05,1874,1893.398729,4435968,799.9114336,0.422473841,639858.3015,0.351649666,1.833102429,2055.435975,2032598,2403370,4095,4095,0,332662,1071694.634,2.99898E+11,0.176111659,46.23287865,0.813571221,1.473215517
2022-03-21_14.20.00_2022-03-21_15.20.00,1,1304882,5.93158411,0.000245218,44,319.9024271,4079,597.3815811,1.867386836,356864.7534,1.861097145,1.618766004,677.6446829,740,3339,1769,1769,0,156,273.1291302,219116.0156,2.073816375,6.796180639,0.090728994,0.170467354,1,13146189289,28.71686629,1.84E-06,1863,1863.291071,7055360,293.1746468,0.157342377,85951.37353,-0.005984372,4.937961921,1886.21446,3499566,3555794,2936,2936,811,321865,762120.5434,7.95964E+11,1.444137101,5.676285181,0.090728994,0.090728994,1,13453013365,923.5825765,-0.000167674,1872,1906.779153,7055360,1016.775463,0.533242385,1033832.343,0.274794496,0.239773765,2160.93477,3244388,3810972,4095,4095,0,472163,1754745.958,6.57748E+11,0.098171527,68.23272111,1.03602015,1.696150145
2022-05-03_09.00.00_2022-05-03_12.12.00,1,2514536,7.257991156,0.007454201,52,317.6523497,7916,625.293172,1.968482754,390991.5509,1.858517468,1.477934622,701.351956,1258,6658,1801,1801,0,465,468.8118741,694832.5062,2.270431631,7.886640483,0.13600217,0.245901454,1,36064640177,17.27414049,3.62E-07,1863,1863.064704,19357696,174.961896,0.0939108,30611.66505,0.011012082,19.66404663,1871.262076,9545671,9812025,2928,2928,803,1099377,2540136.896,7.30732E+12,1.086988521,5.303981762,0.090728994,0.090728994,1,36302750885,295.0958597,-2.15E-05,1872,1875.365275,19357696,356.0606685,0.189862036,126779.1997,0.378650038,9.585299858,1908.867233,9420891,9936805,4095,4095,0,1741088,5011931.171,5.48828E+12,0.014680914,65.12644777,1.237333218,1.879197075
2022-03-23_12.58.00_2022-03-23_16.10.00,1,6701431,27.61192285,0,190,559.4782935,11978,759.89381,1.358218574,577438.6025,0.983701064,-0.923350799,943.6390006,3288,8690,2042,2042,0,636,1141.459352,2598843.222,1.443072839,4.676706651,0.170467354,0.280179081,1,40461035497,44.81496913,4.61E-08,1863,1863.808018,21708800,400.9554277,0.215127,160765.255,0.017362633,2.118201371,1906.448421,10833469,10875331,3425,3425,404,969084,2431419.413,7.24548E+12,1.457547785,6.171171013,0.090728994,0.090728994,1,41167933243,678.8602375,-6.54E-06,1873,1896.370746,21708800,820.6515548,0.432748478,673468.9744,0.414366961,2.285215354,2066.323058,9557541,12151259,4095,4095,0,1611224,5982145.292,8.75193E+12,-0.092494534,52.14335294,1.299687517,1.952721729
2021-12-20_12.55.00_2021-12-20_14.40.00,1,3221659,18.88902112,0,134,479.1996133,6723,737.6136656,1.539261813,544073.9197,1.333043095,-0.126667537,879.6057009,1455,5268,2016,2016,0,273,538.3270673,732923.735,1.741100415,5.399453403,0.090728994,0.170467354,1,167765238,32.05157835,0.000288892,1865,1864.0582,90000,333.5944178,0.178961375,111285.2356,0.008028127,3.630451138,1893.673205,45432,44568,3909,3909,194,3001,5780.964177,76464139.35,2.447347497,9.35170846,0.090728994,0.13600217,1,169438675,475.244336,0.000233336,1870,1882.651944,90000,639.0296077,0.339430562,408358.8395,0.547073623,5.054482188,1988.149185,34800,55200,4095,4095,0,6882,23212.77892,110592157,-0.250777489,74.05260482,1.053988944,1.55910753
2021-12-16_13.26.00_2021-12-16_16.10.00,1,4174134,11.62701847,0,101,440.4953567,9476,707.6808043,1.606556786,500812.1208,1.284772945,-0.296072838,833.5755995,2142,7334,1934,1934,0,384,641.6065283,1213226.168,2.048843735,6.651556939,0.125255702,0.181213822,1,167734817,24.14007626,0.001511934,1865,1864.714703,89952,209.3016097,0.112243234,43807.16381,0.008423497,8.724393545,1876.424283,45390,44562,3117,3117,647,3864,6478.385655,91503754.49,2.10671083,7.571412045,0.090728994,0.13600217,1,168961106,521.2583073,0.000778201,1870,1878.347408,89952,618.4783956,0.329267309,382515.5258,0.43858388,4.353098016,1977.550128,40662,49290,4095,4095,0,7288,23372.20388,128947556.9,-0.110935742,56.32916248,1.1155013,1.7434155
2021-12-22_10.55.00_2021-12-22_12.40.00,1,4570277,27.13864662,0,163,687.1563675,6651,895.7810012,1.303605764,802423.6021,0.825311062,-1.247807975,1128.985153,2033,4618,2251,2251,0,370,538.5927508,701303.2879,1.75372891,5.522088394,0.200814335,0.378035818,1,205102206,58.66406967,-8.18E-05,1865,1864.565509,110000,530.8602693,0.284709905,281812.6255,0.011704352,0.338097027,1938.663757,55239,54761,4095,4095,0,3603,7679.983782,122201849.4,2.339271158,8.769953994,0.090728994,0.13600217,1,207293892,612.0931645,-0.003581851,1870,1884.489927,110000,701.0896554,0.372031522,491526.7049,0.452392055,3.545359635,2010.678739,48435,61565,4095,4095,0,8723,30839.49962,205495341,-0.297394085,66.53434367,1.521765003,2.058754593
2021-12-16_07.50.00_2021-12-16_10.38.00,1,4860634,11.22848279,0.00030024,107,486.4038827,9993,739.4671898,1.520274028,546811.7248,1.123833923,-0.692162063,885.0991255,2516,7477,1933,1933,0,388,655.3352201,1314198.062,2.090702222,6.838089848,0.125255702,0.181213822,1,190392675,35.61442277,0.000186189,1867,1865.716869,102048,332.3457421,0.178133,110453.6923,-0.010174683,2.776368475,1895.086575,51976,50072,3158,3158,735,4190,6815.579732,105072327.3,2.336931806,8.678459761,0.090728994,0.13600217,1,191654214,519.0380217,-0.001087734,1872,1878.07908,102048,577.596782,0.307546571,333618.0425,0.360877313,4.00600128,1964.891619,46832,55216,4095,4095,0,8277,26558.59496,163181717.2,-0.312521106,58.61858785,1.069121727,1.590979628
2022-03-21_10.50.00_2022-03-21_11.52.00,1,1374814,5.915456061,0.000238152,44,327.3366667,4200,607.6285049,1.856279992,369212.4,1.829240165,1.500386307,690.1896068,780,3420,1845,1845,0,180,274.7888383,225476.1557,2.111352718,6.988598876,0.090728994,0.170467354,1,13967450382,27.8110338,5.34E-06,1863,1863.400036,7495680,287.0726358,0.154058511,82410.69825,-0.00454686,5.364595503,1885.383354,3727269,3768411,3133,3133,627,346948,775365.2449,8.60922E+11,1.537711581,5.850870771,0.090728994,0.090728994,1,14254286761,816.2260031,1.11E-05,1872,1901.666928,7495680,944.7190839,0.496784726,892494.1474,0.304059583,0.702835583,2123.40087,3463726,4031954,4095,4095,0,523476,1852742.884,7.26842E+11,0.142695054,69.49537081,1.001318518,1.613171722
2022-05-16_06.46.00_2022-05-16_09.45.00,1,336479,6.224285714,0.025064935,54,43.69289703,7701,25.38724035,0.581038157,644.5119727,0.609087278,6.133901043,50.53297164,5464,2237,223,223,0,410,1083.588553,1284608.283,0.836306787,4.956763253,0.327050251,0.531157245,1,38580018439,12.42989479,1.26E-06,1863,1863.109448,20707328,50.87930944,0.027308814,2588.704129,0.031570072,25.52238428,1863.804045,10254950,10452378,2381,2381,1341,1212121,3450972.901,8.84968E+12,0.681880725,7.751616263,0.21561699,0.294981736,1,39222407225,865.9896221,-8.26E-06,1872,1894.13174,20707328,883.8194026,0.466609256,781136.7364,0.278726709,0.697359275,2090.18463,9916598,10790730,4095,4095,0,1555328,5271978.264,5.61121E+12,0.035069629,76.15440363,0.91469716,1.551284256
2022-05-03_13.29.00_2022-05-03_15.40.00,1,2154834,4.254706799,0.00623576,3,258.3733813,8340,600.1153543,2.322667108,360138.4385,2.07812409,2.333707595,653.3722084,1164,7176,1791,1791,0,250,490.0386055,772358.9804,2.289073358,7.949693506,0.13600217,0.181213822,1,27808611514,24.40912097,1.14E-06,1862,1862.609546,14929920,275.1775457,0.147737644,75722.68163,-0.000523745,6.552010373,1882.826865,7444129,7485791,2942,2942,773,841049,1913015.021,4.4968E+12,1.107891897,4.947816992,0.090728994,0.090728994,1,27973619455,185.6119966,-1.54E-06,1872,1873.661711,14929920,210.8114522,0.112513081,44441.46837,0.457202698,20.78137831,1885.483937,7352876,7577044,4095,4095,0,1363377,3935581.193,3.48276E+12,-0.035332688,61.49068056,0.892726987,1.547221964
2022-03-21_09.30.00_2022-03-21_10.30.00,1,1446462,6.911497916,0,45,354.525,4080,639.053941,1.802563828,408389.9396,1.731638451,1.134237249,730.8063459,792,3288,1818,1818,0,183,293.3071282,228003.5038,1.964614801,6.414052212,0.090728994,0.170467354,1,14327152108,29.71473667,-1.30E-07,1863,1863.526835,7688192,300.0530864,0.161013558,90031.85468,0.001047954,4.902726685,1887.528575,3810622,3877570,3142,3142,623,357553,923686.1767,1.06773E+12,1.238134216,5.328893529,0.090728994,0.090728994,1,14636397586,833.6841845,-7.80E-06,1873,1903.750269,7688192,968.1449828,0.508546209,937304.7078,0.297800429,0.581248349,2135.78318,3492573,4195619,4095,4095,0,528487,1907711.329,7.7248E+11,0.144146033,69.14723307,1.003574231,1.642119833
2022-03-22_12.42.00_2022-03-22_13.22.00,1,59222,3.892221835,0.000348797,11,20.64923291,2868,20.79161341,1.006895196,432.2911884,0.514312336,-0.366724274,29.30327641,1243,1625,183,183,0,134,437.321228,165861.6502,0.822648379,6.530385971,0.288307444,0.475842813,1,8241090594,8.522737424,4.52E-06,1863,1863.811958,4421632,23.78759223,0.012762871,565.8495441,0.131119929,3.636388773,1863.96375,2195659,2225973,2154,2154,1584,258101,633515.1075,4.59485E+11,0.810512041,4.652525209,0.204870522,0.314393167,1,8372786656,685.1678971,6.47E-05,1873,1893.596449,4421632,819.5734214,0.432813138,671700.5931,0.339431637,1.58045103,2063.34876,2078424,2343208,4095,4095,0,334279,1082125.234,2.75934E+11,0.151636255,56.39904311,0.91800861,1.586679538
2022-04-05_10.25.00_2022-04-05_12.10.00,1,3046437,18.31022275,0.000442543,0,449.3269912,6780,758.2352553,1.687491004,574920.7024,1.172809744,-0.588990066,881.3713447,1679,5101,2036,2036,0,173,545.2023434,705120.65,1.734358248,5.501413766,0.090728994,0.170467354,1,22358439637,42.12092241,8.68E-05,1865,1864.277127,11993088,383.1533215,0.205523801,146806.4677,0.007608515,2.258889157,1903.243461,6002785,5990303,3372,3372,446,510214,1335148.103,2.23344E+12,1.438878587,6.022813007,0.090728994,0.090728994,1,22868144366,820.0597628,-3.34E-06,1873,1906.777001,11993088,963.7534165,0.50543583,928820.6478,0.337428654,0.942203972,2136.496941,4679585,7313503,4095,4095,0,789625,3234939.539,2.66661E+12,-0.066053814,48.17927184,1.361495192,2.01669724
2022-03-22_10.24.00_2022-03-22_11.03.00,1,58845,4.036537779,0.000354736,11,20.86702128,2820,20.8205873,0.997774768,433.4968557,0.441095788,-1.168134831,29.477609,1217,1603,135,135,0,123,433.4546545,160483.654,0.811728436,6.629099733,0.307702886,0.51020091,1,8657356118,7.679886791,0,1863,1863.855673,4644864,23.39165944,0.012550145,547.1697312,0.114051408,4.09989133,1864.002452,2318137,2326727,2153,2153,1574,240429,641364.1748,4.9329E+11,0.868199505,4.560008955,0.204870522,0.284235268,1,8785391645,588.5698157,-2.33E-05,1873,1891.420641,4644864,768.9089551,0.406524566,591220.9812,0.379027569,2.296395117,2041.737746,2152116,2492748,4095,4095,0,353440,1130332.446,3.21146E+11,0.191252523,49.80034803,0.732769745,1.275253333
2022-05-02_09.08.00_2022-05-02_10.20.00,1,971053,2.226966765,0.367900715,0,204.217245,4755,559.1441444,2.737986914,312642.1743,2.397879717,3.754149023,595.270407,552,4203,1783,1783,0,70,318.6867494,295090.9204,2.076150923,6.82797966,0.125255702,0.170467354,1,14413511951,28.40565033,2.97E-06,1863,1863.343297,7735296,290.5313458,0.155919388,84408.46292,-0.002194378,5.219562286,1885.857021,3816784,3918512,3006,3006,699,368193,830561.3015,1.0355E+12,1.443334044,5.258276,0.090728994,0.090728994,1,14573901742,570.7481044,1.81E-05,1872,1884.078094,7735296,663.5140584,0.352169085,440250.9057,0.417511357,3.314263322,1997.498728,3652181,4083115,4095,4095,0,620189,2089811.807,8.55747E+11,-0.004823587,80.47005493,0.82954195,1.503925991
2022-05-16_09.50.00_2022-05-16_12.50.00,1,657890,5.685521766,0.025090877,54,58.32358156,11280,65.02881858,1.11496614,4228.747245,2.793517901,8.339498545,87.35208876,2453,8827,391,391,0,573,1181.391957,2354495.069,1.283051198,4.533461853,0.090728994,0.13600217,1,39608984659,12.11553795,-4.70E-07,1863,1863.05024,21260288,50.12515005,0.026904884,2512.530668,0.010572812,26.18151472,1863.724424,10533567,10726721,2382,2382,1339,1259417,3535069.563,9.31558E+12,0.672362979,7.703337145,0.21561699,0.294981736,1,40325497046,904.2115344,-8.69E-05,1872,1896.752153,21260288,917.3205506,0.483626998,841476.9925,0.278326345,0.56077223,2106.92803,10076688,11183600,4095,4095,0,1570256,5483074.002,5.77648E+12,-0.00860812,83.86019183,0.964462195,1.57501885
2022-02-24_13.45.00_2022-02-24_16.35.00,1,6617813,27.6008316,0,176,625.3248606,10583,813.0889256,1.300266432,661113.601,0.829697581,-1.207029369,1025.741089,3199,7384,2188,2188,0,474,901.535824,1921182.103,1.640525013,5.073767219,0.170467354,0.226363458,1,39475133115,31.88741617,4.72E-08,1865,1864.116764,21176320,319.0548179,0.171156026,101795.9768,0.00973887,4.887932116,1891.223754,10708147,10468173,4095,4095,0,670900,2210891.353,6.07572E+12,1.619220529,6.746568576,0.090728994,0.090728994,1,40165944927,599.202773,-2.60E-06,1873,1896.738665,21176320,825.0126713,0.434963807,680645.9078,0.396343808,2.106997475,2068.396353,8488234,12688086,4095,4095,0,1602419,5267323.601,6.78809E+12,0.007163882,52.29858027,1.309877796,1.990397995
2022-04-05_07.14.00_2022-04-05_08.50.00,1,3286157,45.154817,0.001262095,1682,1381.899495,2378,690.9059864,0.499968332,477351.082,-1.373544709,-0.008591961,1544.991035,1875,503,2037,2037,0,148,179.0557279,86975.79185,1.819911387,5.635005342,0.13600217,0.13600217,1,21845578178,46.05124513,-8.68E-05,1865,1864.496805,11716608,406.5497439,0.21804797,165282.6942,0.008927231,1.657860916,1908.305801,5875689,5840919,3377,3377,434,472936,1318326.594,2.17057E+12,1.421354976,5.961991771,0.090728994,0.090728994,1,22390083753,734.0692647,1.03E-05,1873,1910.969775,11716608,1012.209742,0.529683805,1024568.562,0.321090573,0.645108928,2162.492553,4679906,7036702,4095,4095,0,798194,2863028.319,2.57217E+12,0.139792626,32.47985656,1.161260127,1.460520307
2022-05-04_10.06.00_2022-05-04_13.10.00,1,2610927,6.264670139,0.002170139,52,226.6232966,11521,510.7404002,2.253697691,260855.7564,2.602157406,4.906695522,558.7610177,1731,9790,1781,1781,0,594,762.8340661,1719818.029,2.083497885,6.857761079,0.13600217,0.181213822,1,39662499519,21.38220788,9.39E-08,1862,1862.338191,21297152,232.5999002,0.124896703,54102.71356,-0.002931302,10.05107657,1876.807462,10592111,10705041,2969,2969,795,1141081,2815750.835,8.89542E+12,1.066958124,5.305101344,0.090728994,0.090728994,1,39899478785,203.4963663,2.86E-06,1872,1873.465465,21297152,239.4812001,0.127827923,57351.24522,0.254422232,13.06254044,1888.709638,10485467,10811685,4095,4095,0,1939821,5539462.261,7.40597E+12,-0.008555686,53.56889934,1.124782094,1.718000777
2022-03-31_10.36.00_2022-03-31_11.48.00,1,1095802,9.519301471,0.790441176,57,503.3541571,2177,742.6534965,1.475409483,551534.2159,1.0491426,-0.86650121,897.1619828,575,1602,1777,1777,0,116,137.6012612,58397.03121,2.175538353,7.30559414,0.090728994,0.170467354,1,16415385299,25.95536807,0,1863,1863.595641,8808448,272.1205563,0.146019099,74049.59719,-0.005280664,6.393834523,1883.358254,4390572,4417876,2934,2934,796,426476,1074675.024,1.41976E+12,1.20123247,5.282177802,0.090728994,0.090728994,1,16759546210,743.4424762,4.58E-05,1873,1902.667327,8808448,925.5520988,0.486449778,856646.6876,0.347829073,1.143330856,2115.842538,3802377,5006071,4095,4095,0,586396,2221575.532,1.09354E+12,0.041170977,63.52503458,0.903246215,1.487260853
2022-07-07_09.09.00_2022-07-07_10.10.00,1,8557,5.613226453,0.214428858,8,17.114,500,22.93601979,1.340190475,526.061004,2.91391685,8.343850911,28.61730246,76,424,139,139,4,24,77.82642712,5073.684533,0.766200806,6.81998525,0.090728994,0.090728994,1,13693617322,16.06040819,2.72E-06,1862,1861.970644,7354368,60.13284024,0.032295268,3615.958475,-0.036655109,20.6186596,1862.941394,3679780,3674588,2393,2393,1340,411875,1153587.509,1.04831E+12,0.781585054,7.378406528,0.245901454,0.33994229,1,13992584237,1031.876119,5.64E-05,1872,1902.622256,7354368,984.5404779,0.517465027,969319.9527,0.279329245,0.340036941,2142.26315,3455739,3898629,4095,4095,0,533358,2026182.86,8.07565E+11,-0.219188703,79.8962305,1.075669831,1.725863636
2022-02-22_13.57.00_2022-02-22_16.45.00,1,591641,10.05038183,0,4,58.6712614,10084,76.05809959,1.296343351,5784.834513,1.356863754,1.499972249,96.0580628,4011,6073,392,392,0,305,1364.80507,2067391.86,1.000450863,5.219173061,0.170467354,0.367825951,1,22448023386,18.50574465,-1.66E-06,1865,1864.106959,12042240,123.8692862,0.066449667,15343.60007,-0.010278143,5.569861394,1868.217962,6026350,6015890,2909,2909,832,530330,1387499.846,2.09024E+12,1.391386734,6.650497689,0.13600217,0.181213822,1,22967889582,899.6474875,7.31E-05,1873,1907.277183,12042240,995.5110277,0.521954038,991042.2063,0.300743839,0.52084234,2151.452639,5219698,6822542,4095,4095,0,799602,3126510.389,1.8599E+12,-0.112677505,85.29128871,1.395232878,1.98975417
2022-06-22_06.44.00_2022-06-22_08.55.00,1,4398060,12.05338396,0.011391557,114,982.1482805,4478,977.5659804,0.995334411,955635.246,0.049379532,-1.994579233,1385.731031,2184,2294,2129,2129,5,223,246.6360164,230376.1677,2.378387814,8.163418167,0.090728994,0.170467354,1,29211901997,43.81734596,1.91E-06,1862,1861.848848,15689728,446.0230663,0.239559225,198936.5756,0.009825933,1.668041037,1914.528064,7845177,7844551,3267,3267,520,647994,1895629.731,4.41894E+12,1.2291502,5.339659718,0.090728994,0.090728994,1,29596073348,570.0747192,3.19E-06,1872,1886.334381,15689728,689.9663601,0.365770972,476053.5781,0.442344361,3.557795648,2008.559427,7215646,8474082,4095,4095,0,1288657,4202463.366,3.7877E+12,-0.186149887,67.51094134,1.306062336,1.907599865
2022-05-02_11.53.00_2022-05-02_13.07.00,1,1094052,2.645404524,0.008762992,0,222.9119804,4908,567.2803489,2.544862541,321806.9943,2.178612181,2.753117619,609.5053284,648,4260,1732,1732,0,62,331.0573837,322878.2151,2.058812711,6.700810403,0.090728994,0.170467354,1,14028437698,28.63108893,-0.000111015,1862,1862.883627,7530496,288.6150803,0.154929206,83298.66457,-0.004289252,4.997411731,1885.108504,3758771,3771725,3022,3022,689,355248,891347.531,1.05863E+12,1.24987782,5.060728073,0.090728994,0.090728994,1,14144272247,467.0483137,-9.96E-06,1872,1878.265688,7530496,528.9335261,0.281607405,279770.6751,0.391685061,4.744022185,1951.32075,3601846,3928650,4095,4095,0,637340,2055360.135,8.1536E+11,-0.065793889,82.82306494,1.255453579,1.900516434
2022-02-22_11.05.00_2022-02-22_13.50.00,1,607872,10.7142575,0,5,60.01303189,10129,77.50357957,1.291445826,6006.804845,1.347735353,1.484995997,98.02228748,4071,6058,409,409,0,389,1367.734596,2103701.178,0.998639474,5.135398312,0.204870522,0.363345842,1,27268210967,19.65021669,1.42E-05,1866,1864.783773,14622720,133.6893826,0.071691627,17872.85102,-0.062394052,5.95733179,1869.569835,7404410,7218310,2956,2956,752,649885,1840504.704,3.28954E+12,1.209335484,6.761137171,0.13600217,0.13600217,1,28148457855,1085.069593,-3.35E-06,1873,1924.980979,14622720,1204.044621,0.625483906,1449723.45,0.224762063,-0.486309215,2270.523115,5983573,8639147,4095,4095,0,802045,3626895.571,2.77061E+12,0.072785142,70.08710206,1.266455764,1.918521536
2021-12-20_10.00.00_2021-12-20_12.00.00,1,3263703,16.77907129,0,98.5,426.8510332,7646,689.3670264,1.615006109,475226.8971,1.463358361,0.242323326,810.8197714,1522,6124,1956,1956,0,339,584.7341061,895728.2631,1.834490075,5.785993274,0.125255702,0.204870522,1,130512909,35.60816583,0.008285833,1866,1864.470129,70000,363.2412077,0.194822755,131944.175,-0.00321671,2.629772339,1899.524423,35488,34512,3734,3734,145,2390,4624.860841,48787726.19,2.368409564,8.856984067,0.090728994,0.13600217,1,131519018,373.5588937,-0.028157545,1870,1878.843114,70000,562.306347,0.299283289,316188.4279,0.641882003,7.833408164,1961.183285,29438,40562,4095,4095,0,5788,18536.51961,74496558.7,-0.348993209,66.42902013,1.1870157,1.804261444
2021-12-22_13.35.00_2021-12-22_15.20.00,1,4301015,28.30324544,0,196,726.8911611,5917,896.8650644,1.2338368,804366.9437,0.707139074,-1.42690563,1154.442594,1949,3968,2236,2236,0,300,501.935362,551779.8775,1.687769708,5.438995031,0.13600217,0.345571577,1,275958854,32.55982135,-4.73E-05,1866,1864.586851,148000,288.0751987,0.154498139,82987.32008,0.036300834,6.993173541,1886.709158,74920,73080,4095,4095,0,4763,10635.35548,219080670.8,2.25624756,8.641229441,0.090728994,0.200814335,1,277638394,381.0770546,0.000709464,1870,1875.935095,148000,514.660094,0.274348561,264875.0124,0.602418519,8.459002927,1945.252552,63434,84566,4095,4095,0,12654,41867.948,385703422.9,-0.339025197,64.20710718,1.516070402,2.072376232
2022-04-05_12.20.00_2022-04-05_13.55.00,1,3136792,24.39019259,0.254571937,93,507.571521,6180,738.4638728,1.454896191,545328.8915,1.144060136,-0.574142546,896.0790927,1570,4610,2061,2061,0,289,493.2533634,580221.3902,1.77033591,5.652559065,0.090728994,0.13600217,1,21116949314,41.40128555,-2.65E-06,1865,1864.558844,11325440,378.5064732,0.203000551,143267.1503,0.008109915,2.39398212,1902.589507,5688201,5637239,3393,3393,432,479471,1312689.726,2.06815E+12,1.361539363,5.945188372,0.090728994,0.090728994,1,21274733630,302.8174541,-1.68E-06,1873,1878.490693,11325440,427.3130392,0.227476793,182596.4334,0.478429255,9.240855846,1926.479617,5385844,5939596,4095,4095,0,961886,2888543.323,2.14542E+12,0.029660745,47.37989463,0.982149093,1.597165355
